split_id,seed,n_train,n_test,core_size,jaccard_vs_full_core,test_suff_median,test_nec_median,test_min_median,test_harmonic_median,test_rand_suff_mean_median,test_global_minus_random_median
0,123,96,43,11,0.9090909090909091,0.9322033898305084,0.9436619718309859,0.9230769230769231,0.9322033898305084,0.10416666666666666,0.8280367231638418
1,1123,96,43,9,0.9,0.9464285714285714,0.9672131147540983,0.9459459459459459,0.9620253164556962,0.125,0.8214285714285714
2,2123,96,43,11,0.9090909090909091,0.9245283018867925,0.9538461538461539,0.9230769230769231,0.939149560117302,0.14240506329113925,0.7821232385956532
3,3123,96,43,10,0.8181818181818182,0.9411764705882353,0.9590163934426229,0.9318181818181818,0.9528535980148883,0.13043478260869568,0.8107416879795396
4,4123,96,43,10,1.0,0.9076923076923077,0.9148936170212766,0.9069767441860465,0.9195561719833564,0.13053097345132741,0.7771613342409802
5,5123,96,43,10,0.8181818181818182,0.9459459459459459,0.9696969696969697,0.9459459459459459,0.9589463359955163,0.16193181818181818,0.7840141277641277
