split_id,subset,q_index,gap,suff_ratio,nec_ratio,min_ratio,harmonic_ratio,rand_suff_mean,rand_suff_median,rand_suff_n,n_patch_nodes
0,test,5,8.875,0.9436619718309859,0.9577464788732394,0.9436619718309859,0.9506520605112154,0.09154929577464788,0.09154929577464789,4,11
0,test,6,4.625,0.8378378378378378,0.8918918918918919,0.8378378378378378,0.8640202702702703,-0.08783783783783784,0.0,4,11
0,test,7,6.25,0.94,0.98,0.94,0.9595833333333332,0.16999999999999998,0.19,4,11
0,test,8,9.0,1.0138888888888888,1.0138888888888888,1.0138888888888888,1.0138888888888888,0.10416666666666666,0.14583333333333334,4,11
0,test,11,8.125,0.8923076923076924,0.9538461538461539,0.8923076923076924,0.9220512820512821,0.15000000000000002,0.16153846153846155,4,11
0,test,13,5.125,0.975609756097561,1.0,0.975609756097561,0.9876543209876543,0.054878048780487805,0.06097560975609756,4,11
0,test,16,5.5,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.19318181818181818,0.17045454545454547,4,11
0,test,32,8.875,0.9154929577464789,0.9436619718309859,0.9154929577464789,0.92936406316688,0.08802816901408451,0.07746478873239437,4,11
0,test,38,6.25,0.96,1.0,0.96,0.9795918367346939,0.065,0.03,4,11
0,test,39,6.625,0.9245283018867925,0.9056603773584906,0.9056603773584906,0.9149970822797121,0.1556603773584906,0.17924528301886794,4,11
0,test,43,8.625,0.8840579710144928,0.927536231884058,0.8840579710144928,0.9052753623188406,0.17391304347826086,0.18115942028985507,4,11
0,test,48,7.375,0.9322033898305084,0.9322033898305084,0.9322033898305084,0.9322033898305084,0.09322033898305085,0.0847457627118644,4,11
0,test,54,9.25,0.9324324324324325,0.918918918918919,0.918918918918919,0.9256263562832907,0.22972972972972971,0.2567567567567568,4,11
0,test,56,8.375,0.9104477611940298,0.9104477611940298,0.9104477611940298,0.9104477611940298,0.25,0.2462686567164179,4,11
0,test,60,6.125,0.9591836734693877,1.0204081632653061,0.9591836734693877,0.9888491479065853,0.010204081632653055,0.04081632653061224,4,11
0,test,62,4.375,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.17142857142857143,0.22857142857142856,4,11
0,test,65,7.375,0.9152542372881356,0.9830508474576272,0.9152542372881356,0.9479418886198547,0.0805084745762712,0.11016949152542374,4,11
0,test,73,6.375,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8519269776876267,0.08333333333333333,0.10784313725490197,4,11
0,test,81,7.25,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.21982758620689655,0.22413793103448276,4,11
0,test,83,5.375,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.0755813953488372,0.09302325581395349,4,11
0,test,85,9.875,0.9113924050632911,0.9240506329113924,0.9113924050632911,0.9176778699257966,0.2531645569620253,0.26582278481012656,4,11
0,test,91,8.125,0.8923076923076924,0.9076923076923077,0.8923076923076924,0.8999342537804077,-0.011538461538461539,0.0,4,11
0,test,106,8.25,0.9545454545454546,0.9696969696969697,0.9545454545454546,0.9620615604867573,0.1856060606060606,0.1590909090909091,4,11
0,test,113,6.25,0.94,0.92,0.92,0.9298924731182796,0.315,0.32,4,11
0,test,117,7.375,0.9152542372881356,0.9152542372881356,0.9152542372881356,0.9152542372881356,0.3898305084745763,0.3728813559322034,4,11
0,test,118,6.125,0.9591836734693877,0.9591836734693877,0.9591836734693877,0.9591836734693877,0.09693877551020409,0.030612244897959183,4,11
0,test,129,8.125,1.0,1.0769230769230769,1.0,1.0370370370370372,0.2730769230769231,0.3230769230769231,4,11
0,test,131,9.75,0.8910256410256411,0.9102564102564102,0.8910256410256411,0.90053837028926,0.1282051282051282,0.11538461538461538,4,11
0,test,133,4.625,0.972972972972973,0.9459459459459459,0.9459459459459459,0.9592691282832129,0.020270270270270285,0.08108108108108109,4,11
