q_index,source,source_build_mode,source_cluster_id,source_cluster_size,target,source_nodes,suff_ratio,nec_ratio,random_suff_mean,delta_vs_random,gap
1,cluster_0,compact_support,0,57,cluster_0,4,0.7368421052631579,1.236842105263158,-0.21052631578947367,0.9473684210526315,4.75
1,cluster_0,compact_support,0,57,all_valid,4,0.7368421052631579,1.236842105263158,-0.21052631578947367,0.9473684210526315,4.75
1,cluster_6,compact_support,6,15,cluster_0,4,1.0,1.631578947368421,-0.3157894736842105,1.3157894736842106,4.75
1,cluster_6,compact_support,6,15,all_valid,4,1.0,1.631578947368421,-0.3157894736842105,1.3157894736842106,4.75
1,cluster_12,compact_support,12,12,cluster_0,4,0.6842105263157895,1.0263157894736843,-0.18421052631578946,0.868421052631579,4.75
1,cluster_12,compact_support,12,12,all_valid,4,0.6842105263157895,1.0263157894736843,-0.18421052631578946,0.868421052631579,4.75
1,cluster_8,compact_support,8,11,cluster_0,4,1.0,1.631578947368421,0.10526315789473684,0.8947368421052632,4.75
1,cluster_8,compact_support,8,11,all_valid,4,1.0,1.631578947368421,0.10526315789473684,0.8947368421052632,4.75
1,cluster_2,compact_support,2,9,cluster_0,4,1.0,1.631578947368421,0.10526315789473684,0.8947368421052632,4.75
1,cluster_2,compact_support,2,9,all_valid,4,1.0,1.631578947368421,0.10526315789473684,0.8947368421052632,4.75
1,cluster_10,compact_support,10,8,cluster_0,4,1.0,1.631578947368421,-0.13157894736842105,1.131578947368421,4.75
1,cluster_10,compact_support,10,8,all_valid,4,1.0,1.631578947368421,-0.13157894736842105,1.131578947368421,4.75
1,cluster_1,compact_support,1,8,cluster_0,4,0.8947368421052632,1.5526315789473684,-0.2631578947368421,1.1578947368421053,4.75
1,cluster_1,compact_support,1,8,all_valid,4,0.8947368421052632,1.5526315789473684,-0.2631578947368421,1.1578947368421053,4.75
1,global_core,global_aggregate,,8,cluster_0,8,0.8157894736842105,1.131578947368421,-0.39473684210526316,1.2105263157894737,4.75
1,global_core,global_aggregate,,8,all_valid,8,0.8157894736842105,1.131578947368421,-0.39473684210526316,1.2105263157894737,4.75
2,cluster_0,compact_support,0,57,cluster_0,4,0.7796610169491526,1.0338983050847457,-0.23728813559322035,1.0169491525423728,7.375
2,cluster_0,compact_support,0,57,all_valid,4,0.7796610169491526,1.0338983050847457,-0.23728813559322035,1.0169491525423728,7.375
2,cluster_6,compact_support,6,15,cluster_0,4,0.864406779661017,1.152542372881356,0.2542372881355932,0.6101694915254238,7.375
2,cluster_6,compact_support,6,15,all_valid,4,0.864406779661017,1.152542372881356,0.2542372881355932,0.6101694915254238,7.375
2,cluster_12,compact_support,12,12,cluster_0,4,0.711864406779661,0.9322033898305084,-0.1016949152542373,0.8135593220338984,7.375
2,cluster_12,compact_support,12,12,all_valid,4,0.711864406779661,0.9322033898305084,-0.1016949152542373,0.8135593220338984,7.375
2,cluster_8,compact_support,8,11,cluster_0,4,0.864406779661017,1.152542372881356,0.2711864406779661,0.5932203389830508,7.375
2,cluster_8,compact_support,8,11,all_valid,4,0.864406779661017,1.152542372881356,0.2711864406779661,0.5932203389830508,7.375
2,cluster_2,compact_support,2,9,cluster_0,4,0.864406779661017,1.152542372881356,-0.2033898305084746,1.0677966101694916,7.375
2,cluster_2,compact_support,2,9,all_valid,4,0.864406779661017,1.152542372881356,-0.2033898305084746,1.0677966101694916,7.375
2,cluster_10,compact_support,10,8,cluster_0,4,0.864406779661017,1.152542372881356,0.288135593220339,0.576271186440678,7.375
2,cluster_10,compact_support,10,8,all_valid,4,0.864406779661017,1.152542372881356,0.288135593220339,0.576271186440678,7.375
