split_id,seed,n_train,n_test,core_size,jaccard_vs_full_core,test_suff_median,test_nec_median,test_min_median,test_harmonic_median,test_rand_suff_mean_median,test_global_minus_random_median
0,1901,96,43,12,0.8333333333333334,0.9672131147540983,0.9772727272727273,0.9620253164556962,0.9726027397260274,0.14457831325301204,0.8226348015010863
1,2901,96,43,12,0.8333333333333334,0.9523809523809523,0.96875,0.9523809523809523,0.9635135135135136,0.12857142857142856,0.8238095238095238
2,3901,96,43,12,0.8333333333333334,0.958904109589041,0.9746835443037974,0.9577464788732394,0.9647373290839929,0.136231884057971,0.8226722255310701
3,4901,96,43,12,0.8333333333333334,0.9322033898305084,0.9538461538461539,0.9285714285714286,0.9457528957528957,0.1433333333333333,0.7888700564971751
4,5901,96,43,14,0.7142857142857143,0.9672131147540983,0.9734513274336283,0.958904109589041,0.9672131147540983,0.12564102564102564,0.8415720891130727
5,6901,96,43,13,0.7692307692307693,0.9696969696969697,0.9672131147540983,0.9622641509433962,0.9694602272727273,0.15737704918032785,0.8123199205166418
6,7901,96,43,11,0.9090909090909091,0.925531914893617,0.9423076923076923,0.918918918918919,0.92936406316688,0.10638297872340426,0.8191489361702127
7,8901,96,43,11,0.9090909090909091,0.9310344827586207,0.9545454545454546,0.9230769230769231,0.9410029498525073,0.1255813953488372,0.8054530874097835
