source,within_suff_median,cross_suff_median_mean,cross_over_within_suff,within_delta_median,cross_delta_median_mean,cross_over_within_delta
cluster_2,0.8698945981554678,0.805863374144867,0.9263919742157577,0.7655677655677655,0.6971949336117955,0.9106900328996181
cluster_10,0.8297872340425532,0.8192324955158385,0.9872801869037029,0.6712328767123288,0.7409360279364362,1.1038434701910171
cluster_0,0.8108798114689709,0.8255349697070327,1.0180731571199346,0.6737500000000001,0.765313547730562,1.1359013695444333
cluster_1,0.7769230769230769,0.8368538812223306,1.0771386589990395,0.6909090909090909,0.783934428710548,1.1346419362915825
