split_id,subset,q_index,gap,suff_ratio,nec_ratio,min_ratio,harmonic_ratio,rand_suff_mean,rand_suff_median,rand_suff_n,n_patch_nodes
0,test,10,6.0,0.9791666666666666,0.9375,0.9375,0.9578804347826088,0.1527777777777778,0.041666666666666664,3,11
0,test,20,5.125,1.0,1.024390243902439,1.0,1.0120481927710843,0.048780487804878044,-0.0975609756097561,3,11
0,test,22,11.75,0.925531914893617,0.9468085106382979,0.925531914893617,0.9360493230174081,0.37943262411347517,0.4574468085106383,3,11
0,test,26,6.625,0.9056603773584906,0.9433962264150944,0.9056603773584906,0.9241432422025414,0.14465408805031446,0.1320754716981132,3,11
0,test,28,5.5,0.9318181818181818,1.0,0.9318181818181818,0.9647058823529412,-0.060606060606060615,-0.09090909090909091,3,11
0,test,36,7.125,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.20467836257309938,0.22807017543859648,3,11
0,test,47,2.5,1.0,1.15,1.0,1.069767441860465,0.41666666666666674,0.1,3,11
0,test,48,7.375,0.9322033898305084,0.9322033898305084,0.9322033898305084,0.9322033898305084,0.15254237288135594,0.11864406779661017,3,11
0,test,49,7.5,0.9166666666666666,0.9666666666666667,0.9166666666666666,0.9410029498525073,0.2833333333333333,0.3333333333333333,3,11
0,test,50,5.875,0.9574468085106383,0.9361702127659575,0.9361702127659575,0.94668897920153,0.028368794326241138,0.0425531914893617,3,11
0,test,53,5.875,0.9148936170212766,0.9361702127659575,0.9148936170212766,0.9254096356077282,0.03546099290780142,0.0851063829787234,3,11
0,test,54,9.25,0.9324324324324325,0.918918918918919,0.918918918918919,0.9256263562832907,0.22522522522522523,0.2972972972972973,3,11
0,test,58,6.5,0.9615384615384616,0.9807692307692307,0.9615384615384616,0.9710586443259711,0.10256410256410257,0.17307692307692307,3,11
0,test,59,7.375,0.9322033898305084,0.9830508474576272,0.9322033898305084,0.9569521523923804,0.10169491525423728,0.0847457627118644,3,11
0,test,60,6.125,0.9591836734693877,1.0204081632653061,0.9591836734693877,0.9888491479065853,-0.034013605442176874,-0.02040816326530612,3,11
0,test,63,5.25,0.9285714285714286,0.9761904761904762,0.9285714285714286,0.9517857142857142,-0.031746031746031744,0.07142857142857142,3,11
0,test,64,4.75,1.0789473684210527,1.1578947368421053,1.0789473684210527,1.1170278637770898,0.14035087719298248,0.13157894736842105,3,11
0,test,71,9.875,0.9113924050632911,0.9240506329113924,0.9113924050632911,0.9176778699257966,0.10970464135021096,0.11392405063291139,3,11
0,test,72,6.875,0.8545454545454545,0.8909090909090909,0.8545454545454545,0.8723484848484848,-0.048484848484848485,-0.03636363636363636,3,11
0,test,75,9.875,0.9493670886075949,0.9746835443037974,0.9493670886075949,0.9618587608261159,0.27848101265822783,0.24050632911392406,3,11
