mode,group,n_samples,n_nodes,gap_aug_median,full_suff_median,full_nec_median,suff_median,nec_median,drop_full_suff_median,drop_full_nec_median
orig,full_core,139,10,7.0,0.9078947368421053,0.92,0.9078947368421053,0.92,nan,nan
orig,all_heads,139,6,7.0,0.9078947368421053,0.92,0.972972972972973,1.0365853658536586,0.33333333333333337,0.43636363636363634
orig,all_mlps,139,4,7.0,0.9078947368421053,0.92,0.573170731707317,0.4807692307692308,-0.05555555555555558,-0.11111111111111116
orig,stable_but_weak_or_redundant,139,6,7.0,0.9078947368421053,0.92,0.9259259259259259,1.0,0.2807017543859649,0.375
orig,stable_necessary_backbone,139,2,7.0,0.9078947368421053,0.92,0.52,0.40625,0.03125,0.01680672268907568
user_json_pad,full_core,139,10,9.0,0.9668508287292817,0.9516129032258065,0.9668508287292817,0.9516129032258065,nan,nan
user_json_pad,all_heads,139,6,9.0,0.9668508287292817,0.9516129032258065,0.845360824742268,0.8548387096774194,0.19191919191919193,0.22535211267605637
user_json_pad,all_mlps,139,4,9.0,0.9668508287292817,0.9516129032258065,0.782051282051282,0.7214611872146118,0.1282051282051283,0.1123595505617978
user_json_pad,stable_but_weak_or_redundant,139,6,9.0,0.9668508287292817,0.9516129032258065,0.8095238095238095,0.7850877192982456,0.1346153846153847,0.15384615384615385
user_json_pad,stable_necessary_backbone,139,2,9.0,0.9668508287292817,0.9516129032258065,0.6028368794326241,0.5106382978723404,0.11956521739130432,0.13445378151260512
