q_index,node,node_role,gap,full_suff_ratio,full_nec_ratio,node_suff_ratio,node_nec_ratio,minus_node_suff_ratio,minus_node_nec_ratio,drop_full_suff,drop_full_nec
1,MLP11,Aux MLP,8.0,1.046875,1.015625,0.078125,0.109375,1.03125,1.046875,0.015625,-0.03125
1,L17H8,Format Router / Target+Suppressor,8.0,1.046875,1.015625,0.25,0.3125,1.03125,1.0,0.015625,0.015625
1,MLP20,Aux MLP,8.0,1.046875,1.015625,0.5,0.546875,0.96875,0.90625,0.078125,0.109375
1,L20H5,Query Reader / Distractor Suppressor,8.0,1.046875,1.015625,0.265625,0.203125,1.046875,1.015625,0.0,0.0
1,L21H1,Format Router / Target+Suppressor,8.0,1.046875,1.015625,0.4375,0.40625,1.015625,1.015625,0.03125,0.0
1,L21H12,Format Router / Target+Suppressor,8.0,1.046875,1.015625,0.59375,0.46875,1.03125,1.0,0.015625,0.015625
1,MLP22,Support Suppressor MLP,8.0,1.046875,1.015625,0.046875,0.03125,1.0625,1.0546875,-0.015625,-0.0390625
1,L23H6,Format Router / Distractor Suppressor,8.0,1.046875,1.015625,0.3125,0.25,1.03125,1.0234375,0.015625,-0.0078125
1,L24H6,Tool-Tag Reader / Distractor Suppressor,8.0,1.046875,1.015625,0.46875,0.359375,1.109375,1.1484375,-0.0625,-0.1328125
1,MLP27,Primary Writer MLP,8.0,1.046875,1.015625,0.453125,0.40625,0.921875,0.890625,0.125,0.125
2,MLP11,Aux MLP,8.625,0.9130434782608695,0.8840579710144928,0.043478260869565216,-0.07246376811594203,0.927536231884058,0.927536231884058,-0.01449275362318847,-0.04347826086956519
2,L17H8,Format Router / Target+Suppressor,8.625,0.9130434782608695,0.8840579710144928,0.2463768115942029,0.13043478260869565,0.9130434782608695,0.855072463768116,0.0,0.02898550724637683
2,MLP20,Aux MLP,8.625,0.9130434782608695,0.8840579710144928,0.463768115942029,0.4492753623188406,0.8115942028985508,0.7391304347826086,0.10144927536231874,0.14492753623188415
2,L20H5,Query Reader / Distractor Suppressor,8.625,0.9130434782608695,0.8840579710144928,0.2608695652173913,0.17391304347826086,0.8985507246376812,0.855072463768116,0.01449275362318836,0.02898550724637683
2,L21H1,Format Router / Target+Suppressor,8.625,0.9130434782608695,0.8840579710144928,0.2463768115942029,0.14492753623188406,0.9130434782608695,0.8695652173913043,0.0,0.01449275362318847
2,L21H12,Format Router / Target+Suppressor,8.625,0.9130434782608695,0.8840579710144928,0.43478260869565216,0.30434782608695654,0.8840579710144928,0.8405797101449275,0.02898550724637672,0.0434782608695653
2,MLP22,Support Suppressor MLP,8.625,0.9130434782608695,0.8840579710144928,0.07246376811594203,0.057971014492753624,0.927536231884058,0.8985507246376812,-0.01449275362318847,-0.01449275362318836
2,L23H6,Format Router / Distractor Suppressor,8.625,0.9130434782608695,0.8840579710144928,0.2898550724637681,0.15942028985507245,0.8985507246376812,0.8405797101449275,0.01449275362318836,0.0434782608695653
2,L24H6,Tool-Tag Reader / Distractor Suppressor,8.625,0.9130434782608695,0.8840579710144928,0.391304347826087,0.2898550724637681,0.9565217391304348,0.927536231884058,-0.0434782608695653,-0.04347826086956519
2,MLP27,Primary Writer MLP,8.625,0.9130434782608695,0.8840579710144928,0.4057971014492754,0.36231884057971014,0.7681159420289855,0.7101449275362319,0.14492753623188404,0.17391304347826086
3,MLP11,Aux MLP,7.75,0.967741935483871,0.9596774193548387,-0.008064516129032258,-0.03225806451612903,1.0,1.0,-0.032258064516129004,-0.040322580645161255
3,L17H8,Format Router / Target+Suppressor,7.75,0.967741935483871,0.9596774193548387,0.20161290322580644,0.3629032258064516,0.967741935483871,0.9596774193548387,0.0,0.0
3,MLP20,Aux MLP,7.75,0.967741935483871,0.9596774193548387,0.5080645161290323,0.5161290322580645,0.9193548387096774,0.8629032258064516,0.048387096774193616,0.09677419354838712
3,L20H5,Query Reader / Distractor Suppressor,7.75,0.967741935483871,0.9596774193548387,0.29838709677419356,0.23387096774193547,0.9516129032258065,0.9596774193548387,0.016129032258064502,0.0
3,L21H1,Format Router / Target+Suppressor,7.75,0.967741935483871,0.9596774193548387,0.5645161290322581,0.5483870967741935,0.9516129032258065,0.9435483870967742,0.016129032258064502,0.016129032258064502
3,L21H12,Format Router / Target+Suppressor,7.75,0.967741935483871,0.9596774193548387,0.4112903225806452,0.3951612903225806,0.9516129032258065,0.9596774193548387,0.016129032258064502,0.0
3,MLP22,Support Suppressor MLP,7.75,0.967741935483871,0.9596774193548387,-0.024193548387096774,-0.06451612903225806,0.9838709677419355,0.9758064516129032,-0.016129032258064502,-0.016129032258064502
3,L23H6,Format Router / Distractor Suppressor,7.75,0.967741935483871,0.9596774193548387,0.3548387096774194,0.2903225806451613,0.9516129032258065,0.9354838709677419,0.016129032258064502,0.024193548387096864
3,L24H6,Tool-Tag Reader / Distractor Suppressor,7.75,0.967741935483871,0.9596774193548387,0.4596774193548387,0.3629032258064516,1.064516129032258,1.032258064516129,-0.09677419354838701,-0.07258064516129026
3,MLP27,Primary Writer MLP,7.75,0.967741935483871,0.9596774193548387,0.3951612903225806,0.3629032258064516,0.8548387096774194,0.8225806451612904,0.11290322580645162,0.13709677419354838
4,MLP11,Aux MLP,9.25,1.0,1.0,0.06756756756756757,0.0945945945945946,0.9864864864864865,1.0,0.013513513513513487,0.0
4,L17H8,Format Router / Target+Suppressor,9.25,1.0,1.0,0.32432432432432434,0.21621621621621623,0.972972972972973,0.972972972972973,0.027027027027026973,0.027027027027026973
4,MLP20,Aux MLP,9.25,1.0,1.0,0.43243243243243246,0.3783783783783784,0.918918918918919,0.8918918918918919,0.08108108108108103,0.10810810810810811
4,L20H5,Query Reader / Distractor Suppressor,9.25,1.0,1.0,0.25675675675675674,0.20270270270270271,0.9864864864864865,0.972972972972973,0.013513513513513487,0.027027027027026973
4,L21H1,Format Router / Target+Suppressor,9.25,1.0,1.0,0.43243243243243246,0.2972972972972973,1.0,0.9864864864864865,0.0,0.013513513513513487
4,L21H12,Format Router / Target+Suppressor,9.25,1.0,1.0,0.4189189189189189,0.2702702702702703,0.9864864864864865,1.0,0.013513513513513487,0.0
4,MLP22,Support Suppressor MLP,9.25,1.0,1.0,0.08108108108108109,0.05405405405405406,1.027027027027027,1.027027027027027,-0.027027027027026973,-0.027027027027026973
4,L23H6,Format Router / Distractor Suppressor,9.25,1.0,1.0,0.2972972972972973,0.16216216216216217,1.0,0.9864864864864865,0.0,0.013513513513513487
4,L24H6,Tool-Tag Reader / Distractor Suppressor,9.25,1.0,1.0,0.3783783783783784,0.24324324324324326,1.0135135135135136,1.0810810810810811,-0.013513513513513598,-0.08108108108108114
4,MLP27,Primary Writer MLP,9.25,1.0,1.0,0.5,0.40540540540540543,0.8648648648648649,0.8378378378378378,0.1351351351351351,0.16216216216216217
5,MLP11,Aux MLP,13.875,0.972972972972973,0.9504504504504504,0.08108108108108109,0.15315315315315314,0.954954954954955,0.9819819819819819,0.018018018018018056,-0.03153153153153154
5,L17H8,Format Router / Target+Suppressor,13.875,0.972972972972973,0.9504504504504504,0.16666666666666666,0.2072072072072072,0.9459459459459459,0.9414414414414415,0.027027027027027084,0.009009009009008917
5,MLP20,Aux MLP,13.875,0.972972972972973,0.9504504504504504,0.4189189189189189,0.44144144144144143,0.9009009009009009,0.8558558558558559,0.07207207207207211,0.09459459459459452
5,L20H5,Query Reader / Distractor Suppressor,13.875,0.972972972972973,0.9504504504504504,0.20270270270270271,0.18018018018018017,0.963963963963964,0.9414414414414415,0.009009009009009028,0.009009009009008917
5,L21H1,Format Router / Target+Suppressor,13.875,0.972972972972973,0.9504504504504504,0.35585585585585583,0.2882882882882883,0.9459459459459459,0.9324324324324325,0.027027027027027084,0.018018018018017945
5,L21H12,Format Router / Target+Suppressor,13.875,0.972972972972973,0.9504504504504504,0.44144144144144143,0.36936936936936937,0.9459459459459459,0.9234234234234234,0.027027027027027084,0.027027027027026973
5,MLP22,Support Suppressor MLP,13.875,0.972972972972973,0.9504504504504504,0.06756756756756757,0.04504504504504504,0.972972972972973,0.9504504504504504,0.0,0.0
5,L23H6,Format Router / Distractor Suppressor,13.875,0.972972972972973,0.9504504504504504,0.2747747747747748,0.1981981981981982,0.954954954954955,0.9324324324324325,0.018018018018018056,0.018018018018017945
5,L24H6,Tool-Tag Reader / Distractor Suppressor,13.875,0.972972972972973,0.9504504504504504,0.5135135135135135,0.3918918918918919,1.009009009009009,0.990990990990991,-0.03603603603603589,-0.04054054054054057
5,MLP27,Primary Writer MLP,13.875,0.972972972972973,0.9504504504504504,0.4774774774774775,0.38288288288288286,0.8918918918918919,0.8468468468468469,0.08108108108108114,0.10360360360360354
6,MLP11,Aux MLP,8.625,0.9565217391304348,0.9130434782608695,0.057971014492753624,-0.043478260869565216,0.9420289855072463,0.9710144927536232,0.01449275362318847,-0.05797101449275366
6,L17H8,Format Router / Target+Suppressor,8.625,0.9565217391304348,0.9130434782608695,0.15942028985507245,0.10144927536231885,0.927536231884058,0.9130434782608695,0.02898550724637683,0.0
