source,target,n_samples,source_nodes,target_nodes,source_target_jaccard,suff_median,delta_vs_random_median,suff_vs_within_ratio,delta_vs_within_ratio
cluster_0,cluster_6,15,2,2,0.3333333333333333,0.7083333333333334,0.6231884057971014,1.1987179487179487,1.0529735132433784
cluster_0,cluster_12,12,2,2,0.3333333333333333,0.6880952380952381,0.5523809523809524,1.1644688644688643,0.9333333333333335
cluster_0,cluster_8,11,2,2,0.3333333333333333,0.7397260273972602,0.66,1.2518440463645941,1.1151724137931036
cluster_0,cluster_2,9,2,2,0.3333333333333333,0.5283018867924528,0.5660377358490566,0.8940493468795355,0.9564085881587508
cluster_0,cluster_10,8,2,2,0.3333333333333333,0.5,0.5352564102564102,0.8461538461538461,0.9043987621573828
cluster_0,cluster_1,8,2,2,0.3333333333333333,0.7164179104477612,0.6938311688311687,1.2123995407577495,1.1723354231974918
cluster_6,cluster_0,57,2,2,0.3333333333333333,0.5789473684210527,0.5789473684210527,0.8173374613003096,1.0200501253132832
cluster_6,cluster_12,12,2,2,0.0,0.6243055555555556,0.6165413533834586,0.8813725490196078,1.0862871464375223
cluster_6,cluster_8,11,2,2,1.0,0.62,0.45454545454545453,0.8752941176470588,0.8008658008658008
cluster_6,cluster_2,9,2,2,1.0,0.49019607843137253,0.5438596491228069,0.6920415224913494,0.9582289055973265
cluster_6,cluster_10,8,2,2,1.0,0.5077956989247312,0.4836021505376344,0.716888045540797,0.8520609318996416
cluster_6,cluster_1,8,2,2,0.3333333333333333,0.6492537313432836,0.5393960430406108,0.9165935030728709,0.9503644567858381
cluster_12,cluster_0,57,2,2,0.3333333333333333,0.7166666666666667,0.6744186046511628,0.900523560209424,0.8945671507142821
cluster_12,cluster_6,15,2,2,0.0,0.7971014492753623,0.7058823529411764,1.0015934441156384,0.9363015208287414
cluster_12,cluster_8,11,2,2,0.0,0.8053097345132744,0.7079646017699115,1.0119075198072556,0.9390634722176168
cluster_12,cluster_2,9,2,2,0.0,0.5471698113207547,0.5681818181818182,0.6875432184135137,0.7536517923337408
cluster_12,cluster_10,8,2,2,0.0,0.5867486338797814,0.6157407407407407,0.7372757703201441,0.8167352386550094
cluster_12,cluster_1,8,2,2,0.0,0.7935953145664084,0.7253616636528029,0.997187829821665,0.9621394075077293
cluster_8,cluster_0,57,2,2,0.3333333333333333,0.5789473684210527,0.5974025974025974,0.933786078098472,1.1094619666048235
cluster_8,cluster_6,15,2,2,1.0,0.7083333333333334,0.6000000000000001,1.14247311827957,1.1142857142857143
cluster_8,cluster_12,12,2,2,0.0,0.6243055555555556,0.5809238949817215,1.0069444444444444,1.0788586621089111
cluster_8,cluster_2,9,2,2,1.0,0.49019607843137253,0.5471698113207547,0.7906388361796332,1.0161725067385443
cluster_8,cluster_10,8,2,2,1.0,0.5077956989247312,0.5040983606557377,0.8190253208463406,0.9361826697892269
cluster_8,cluster_1,8,2,2,0.3333333333333333,0.6492537313432836,0.6460153325013371,1.0471834376504574,1.199742760359626
cluster_2,cluster_0,57,2,2,0.3333333333333333,0.5789473684210527,0.5675675675675675,1.1810526315789476,1.135135135135135
cluster_2,cluster_6,15,2,2,1.0,0.7083333333333334,0.5531914893617021,1.445,1.1063829787234043
cluster_2,cluster_12,12,2,2,0.0,0.6243055555555556,0.6227621483375958,1.2735833333333333,1.2455242966751916
cluster_2,cluster_8,11,2,2,1.0,0.62,0.5399999999999999,1.2648000000000001,1.0799999999999998
cluster_2,cluster_10,8,2,2,1.0,0.5077956989247312,0.45227920227920226,1.0359032258064518,0.9045584045584045
cluster_2,cluster_1,8,2,2,0.3333333333333333,0.6492537313432836,0.5893087855297157,1.3244776119402986,1.1786175710594313
cluster_10,cluster_0,57,2,2,0.3333333333333333,0.5789473684210527,0.5909090909090908,1.1401186927084785,1.138047138047138
cluster_10,cluster_6,15,2,2,1.0,0.7083333333333334,0.5797101449275361,1.3949179460031764,1.116478797638218
cluster_10,cluster_12,12,2,2,0.0,0.6243055555555556,0.5655287658152304,1.2294423857420151,1.089166511940444
cluster_10,cluster_8,11,2,2,1.0,0.62,0.5833333333333334,1.2209634727368979,1.1234567901234571
cluster_10,cluster_2,9,2,2,1.0,0.49019607843137253,0.509090909090909,0.965341139102544,0.9804713804713805
cluster_10,cluster_1,8,2,2,0.3333333333333333,0.6492537313432836,0.6092952956735311,1.2785727266262652,1.1734576064823563
cluster_1,cluster_0,57,2,2,0.3333333333333333,0.4153846153846154,0.4117647058823529,0.7839653304442038,0.928044612340349
cluster_1,cluster_6,15,2,2,0.3333333333333333,0.5084745762711864,0.3870967741935484,0.9596562425399857,0.8724474696655815
cluster_1,cluster_12,12,2,2,0.0,0.4381926683716965,0.39202437731849493,0.8270115149550329,0.8835534131000942
cluster_1,cluster_8,11,2,2,0.3333333333333333,0.4690265486725664,0.3561643835616438,0.8852050355228718,0.802731347660341
cluster_1,cluster_2,9,2,2,0.3333333333333333,0.3584905660377358,0.24561403508771928,0.6765878288599522,0.5535704705188047
cluster_1,cluster_10,8,2,2,0.3333333333333333,0.3530950305143854,0.38589743589743586,0.6664047054778541,0.8697443738728142
