run_key,run_label,jaccard_leq,n_pairs,suff_vs_within_median,suff_vs_within_mean,delta_vs_within_median,delta_vs_within_mean
best_cluster_summary_v2,best|summary,0.5,14,0.9875666212106988,0.9869181389787816,1.0178677692943998,1.1039944458794948
best_compact_top4_det,best|top4,0.34,10,1.019013309117161,1.0365306435444923,1.0006024573621728,1.034139086165056
best_compact_top4_det,best|top4,0.5,10,1.019013309117161,1.0365306435444923,1.0006024573621728,1.034139086165056
best_compact_top2_det,best|top2,0.34,30,0.9784220361808253,0.9910986816448527,0.9592739978332401,0.9917295226749413
best_compact_top2_det,best|top2,0.5,30,0.9784220361808253,0.9910986816448527,0.9592739978332401,0.9917295226749413
clusterth055_cluster_summary_v2,th0.55|summary,0.5,3,nan,nan,nan,nan
clusterth055_compact_top4_det,th0.55|top4,0.34,6,0.9806274314062877,0.9643882402608455,1.0873710281959048,1.0779640907649515
clusterth055_compact_top4_det,th0.55|top4,0.5,6,0.9806274314062877,0.9643882402608455,1.0873710281959048,1.0779640907649515
