edge,n_samples,source_ratio_median,blocked_ratio_median,edge_ratio_median,edge_ratio_mean,edge_ratio_ci_lo,edge_ratio_ci_hi,positive_frac
L20H5->L21H12,139,0.2878787878787879,0.21818181818181817,0.07894736842105263,0.08060519116198041,0.07142857142857145,0.08510638297872342,0.9856115107913669
L17H8->L20H5,139,0.379746835443038,0.3469387755102041,0.02985074626865669,0.033866937483486216,0.023255813953488358,0.03389830508474578,0.7985611510791367
L17H8->L21H12,139,0.379746835443038,0.2839506172839506,0.09090909090909088,0.10012830667634427,0.08333333333333334,0.09836065573770492,1.0
L24H6->Residual Output: <tool_call>,139,0.36619718309859156,0.0,0.36619718309859156,0.3694436385293011,0.32894736842105265,0.39473684210526316,1.0
MLP11->L17H8,139,0.1,0.02,0.0735294117647059,0.07667992027548894,0.06666666666666665,0.08196721311475409,0.9280575539568345
L21H1->MLP27,139,0.48,0.25,0.2318840579710145,0.24453414404074236,0.21999999999999997,0.24324324324324326,1.0
L21H1->L24H6,139,0.48,0.26785714285714285,0.2222222222222222,0.2169465409808138,0.19444444444444442,0.22972972972972971,1.0
L21H1->L23H6,139,0.48,0.4,0.08510638297872336,0.08824589032356916,0.08108108108108103,0.0888888888888889,1.0
L21H12->MLP27,139,0.48484848484848486,0.27419354838709675,0.20754716981132076,0.2149822684369101,0.19672131147540983,0.22000000000000003,1.0
L20H5->L21H1,139,0.2878787878787879,0.23255813953488372,0.06382978723404253,0.06829264682790688,0.05263157894736842,0.07462686567164178,0.9856115107913669
L21H12->L24H6,139,0.48484848484848486,0.2804878048780488,0.19672131147540983,0.19907246450712873,0.18367346938775508,0.21052631578947367,1.0
L17H8->L21H1,139,0.379746835443038,0.26,0.11363636363636365,0.12098885069055158,0.10909090909090907,0.12,1.0
MLP27->Residual Output: <tool_call>,139,0.3793103448275862,0.0,0.3793103448275862,0.3799007149423498,0.36065573770491804,0.3939393939393939,1.0
L21H12->L23H6,139,0.48484848484848486,0.40404040404040403,0.07575757575757575,0.08087775640530846,0.0735294117647059,0.08196721311475408,1.0
L23H6->L24H6,139,0.3025210084033613,0.14,0.16666666666666669,0.16703712434430734,0.15492957746478872,0.17777777777777778,1.0
L21H12->MLP22,139,0.48484848484848486,0.43548387096774194,0.0444444444444444,0.047140476868387286,0.040816326530612235,0.04878048780487804,0.9856115107913669
L21H1->MLP22,139,0.48,0.43137254901960786,0.04651162790697677,0.046372152519290145,0.04081632653061229,0.05405405405405406,0.935251798561151
L24H6->MLP27,139,0.36619718309859156,0.175,0.18518518518518517,0.19201769106351904,0.16981132075471697,0.20634920634920634,1.0
MLP22->L24H6,139,0.21818181818181817,0.1111111111111111,0.10344827586206896,0.10147092977237909,0.09302325581395349,0.11538461538461539,0.9856115107913669
L17H8->MLP20,139,0.379746835443038,0.34210526315789475,0.03278688524590162,0.03691996889715601,0.025000000000000022,0.038461538461538436,0.8201438848920863
L23H6->Residual Output: <tool_call>,139,0.3025210084033613,0.0,0.3025210084033613,0.3058792012197997,0.2962962962962963,0.3125,1.0
MLP20->L21H1,139,0.11475409836065574,0.061224489795918366,0.05454545454545454,0.057586617455234475,0.04411764705882354,0.06521739130434782,0.9280575539568345
Input Embed->MLP11,139,1.0,0.8909090909090909,0.10909090909090913,0.10902464224190628,0.09836065573770492,0.13235294117647056,0.8776978417266187
