group,n_samples,suff_median,nec_median,suff_minus_median,nec_minus_median,drop_full_suff_median,drop_full_nec_median,slice
format_router,69,0.8909090909090909,0.9787234042553192,0.6935483870967742,0.6551724137931034,0.2115384615384615,0.28,random_half_a
full_core,69,0.9090909090909092,0.9325842696629212,,,0.0,0.0,random_half_a
primary_writer_mlp,69,0.3773584905660377,0.3023255813953488,0.9104477611940298,0.9622641509433962,0.0,-0.0227272727272727,random_half_a
query_reader,69,0.3035714285714285,0.2,0.898876404494382,0.9076923076923076,0.0175438596491228,0.0169491525423729,random_half_a
support_mlp,69,0.2238805970149253,0.0892857142857142,0.9298245614035088,0.9555555555555556,0.0,-0.0163934426229508,random_half_a
tool_tag_reader,69,0.3636363636363636,0.2424242424242424,0.9107142857142856,0.9272727272727272,0.0,0.0,random_half_a
all_heads,70,0.972401979444233,1.0219174871073604,0.5655034324942791,0.48398398398398396,0.33615819209039544,0.42815283638068447,random_half_b
all_mlps,70,0.5655034324942791,0.48398398398398396,0.972401979444233,1.0219174871073604,-0.05480480480480475,-0.1044188861985472,random_half_b
aux_mlp,70,0.14815065709253483,0.15008190008190003,0.9056267806267807,0.9166666666666666,0.0,0.0,random_half_b
format_router,70,0.8895663956639566,0.9569444444444445,0.6885245901639344,0.6543994647039143,0.2059714795008912,0.25925925925925924,random_half_b
full_core,70,0.900586600802717,0.9120227038183695,,,0.0,0.0,random_half_b
primary_writer_mlp,70,0.38535353535353534,0.3043377585674591,0.8912584459459459,0.9224759615384617,0.0,-0.02239920358387245,random_half_b
query_reader,70,0.2807397702076194,0.18581293157564338,0.8837159407852392,0.9009803921568629,0.016671297582661802,0.01835016835016825,random_half_b
support_mlp,70,0.21719901719901713,0.07793522267206475,0.9131994261119081,0.9417420814479638,-0.00632911392405065,-0.02062074829931965,random_half_b
tool_tag_reader,70,0.3678839957035446,0.2592592592592592,0.8986424509264355,0.9063352826510721,0.0,0.0,random_half_b
