source,within_suff_median,cross_suff_median_mean,cross_over_within_suff,within_delta_median,cross_delta_median_mean,cross_over_within_delta
cluster_0,0.6136363636363636,0.6164227606338923,1.0045407951070837,0.5909090909090909,0.5656065999633064,0.9571803999379032
cluster_6,0.6666666666666666,0.6158168925767976,0.9237253388651965,0.6041666666666666,0.5786271206623287,0.95772764799282
cluster_12,0.7958333333333334,0.7077652683703747,0.8893385571146069,0.753904951811233,0.666258296989602,0.8837430970428533
cluster_8,0.6428571428571429,0.6197851465450516,0.9641102279589691,0.5892857142857143,0.6007826528815953,1.0195099564051313
cluster_2,0.5471698113207547,0.6357330351344496,1.161856926280201,0.5178571428571428,0.5650772353477257,1.091183626878367
cluster_10,0.5408602150537634,0.6367846345122815,1.1773552884620713,0.5351255886970173,0.5987529816765068,1.1189017948747628
cluster_1,0.6581048247136411,0.5920312621100332,0.899600245853906,0.6120347628943887,0.5495982812407446,0.8979853997861589
