source,source_build_mode,source_cluster_id,source_cluster_size,target,n_samples,source_nodes,suff_median,suff_mean,nec_median,nec_mean,random_suff_median,delta_vs_random_median,delta_vs_random_mean,suff_vs_within_ratio,delta_vs_within_ratio
cluster_0,compact_support,0,57,cluster_0,57,2,0.6136363636363636,0.6006649718246511,0.5142857142857142,0.5228198318228108,0.022727272727272728,0.5909090909090909,0.6061429851162661,1.0,1.0
cluster_0,compact_support,0,57,cluster_6,15,2,0.6231884057971014,0.6670401560150739,0.44,0.4126805224522308,0.08108108108108109,0.5652173913043478,0.5164551944419331,1.0155662909286098,0.9565217391304347
cluster_0,compact_support,0,57,cluster_12,12,2,0.6179968701095462,0.6418482426547537,0.4326341266639774,0.43392436555508457,0.07544757033248081,0.48041936478569225,0.5698950977564942,1.00710601054889,0.8130173865604022
cluster_0,compact_support,0,57,cluster_8,11,2,0.6551724137931034,0.6630716837752725,0.44642857142857145,0.4359737979966243,0.06,0.5909090909090909,0.624724769127931,1.0676883780332056,1.0
cluster_0,compact_support,0,57,cluster_2,9,2,0.5660377358490566,0.5454409975599882,0.49056603773584906,0.48266889785816125,-0.017857142857142856,0.5614035087719298,0.5235384998893381,0.9224318658280922,0.9500674763832657
cluster_0,compact_support,0,57,cluster_10,8,2,0.5774257864421799,0.59147519554381,0.4797297297297297,0.44226502492017716,0.09209837781266353,0.5192307692307692,0.5239357271270658,0.9409901704983672,0.8786982248520708
cluster_0,compact_support,0,57,cluster_1,8,2,0.6587153518123667,0.6498284018186273,0.4332504145936982,0.47416863391798925,0.06473446719888927,0.6764594747780087,0.6027731127958631,1.0734620548053384,1.1447775727012455
cluster_0,compact_support,0,57,all_valid,139,2,0.6212121212121212,0.630346892574598,0.47368421052631576,0.47839139831770994,0.043478260869565216,0.5769230769230769,0.583363373179869,1.0123456790123457,0.9763313609467454
cluster_6,compact_support,6,15,cluster_0,57,2,0.6216216216216216,0.6304631711562148,0.5227272727272727,0.5133427418224162,0.0,0.6153846153846154,0.6139553693377526,0.9324324324324325,1.0185676392572947
cluster_6,compact_support,6,15,cluster_6,15,2,0.6666666666666666,0.714148712336394,0.4492753623188406,0.4610547822829132,0.0625,0.6041666666666666,0.5968050750236509,1.0,1.0
cluster_6,compact_support,6,15,cluster_12,12,2,0.6420656028368794,0.6656820921759059,0.3832198340072356,0.4228438590166545,0.01750700280112045,0.6480908152734779,0.6427526667062659,0.9630984042553191,1.0727020390733428
cluster_6,compact_support,6,15,cluster_8,11,2,0.6428571428571429,0.6606771733619328,0.3561643835616438,0.3586828221422328,0.10714285714285714,0.5357142857142858,0.534302417001373,0.9642857142857144,0.8866995073891628
