q_index,source,source_build_mode,source_cluster_id,source_cluster_size,target,source_nodes,suff_ratio,nec_ratio,random_suff_mean,delta_vs_random,gap
1,cluster_0,compact_support,0,57,cluster_0,2,0.5526315789473685,0.9736842105263158,-0.21052631578947367,0.7631578947368421,4.75
1,cluster_0,compact_support,0,57,all_valid,2,0.5526315789473685,0.9736842105263158,-0.21052631578947367,0.7631578947368421,4.75
1,cluster_6,compact_support,6,15,cluster_0,2,0.5,0.8421052631578947,-0.21052631578947367,0.7105263157894737,4.75
1,cluster_6,compact_support,6,15,all_valid,2,0.5,0.8421052631578947,-0.21052631578947367,0.7105263157894737,4.75
1,cluster_12,compact_support,12,12,cluster_0,2,0.7631578947368421,1.263157894736842,-0.05263157894736842,0.8157894736842106,4.75
1,cluster_12,compact_support,12,12,all_valid,2,0.7631578947368421,1.263157894736842,-0.05263157894736842,0.8157894736842106,4.75
1,cluster_8,compact_support,8,11,cluster_0,2,0.5,0.8421052631578947,-0.2631578947368421,0.763157894736842,4.75
1,cluster_8,compact_support,8,11,all_valid,2,0.5,0.8421052631578947,-0.2631578947368421,0.763157894736842,4.75
1,cluster_2,compact_support,2,9,cluster_0,2,0.5,0.8421052631578947,-0.15789473684210525,0.6578947368421053,4.75
1,cluster_2,compact_support,2,9,all_valid,2,0.5,0.8421052631578947,-0.15789473684210525,0.6578947368421053,4.75
1,cluster_10,compact_support,10,8,cluster_0,2,0.5,0.8421052631578947,-0.2631578947368421,0.763157894736842,4.75
1,cluster_10,compact_support,10,8,all_valid,2,0.5,0.8421052631578947,-0.2631578947368421,0.763157894736842,4.75
1,cluster_1,compact_support,1,8,cluster_0,2,0.3684210526315789,0.6578947368421053,-0.10526315789473684,0.47368421052631576,4.75
1,cluster_1,compact_support,1,8,all_valid,2,0.3684210526315789,0.6578947368421053,-0.10526315789473684,0.47368421052631576,4.75
1,global_core,global_aggregate,,8,cluster_0,8,0.8157894736842105,1.131578947368421,0.21052631578947367,0.6052631578947368,4.75
1,global_core,global_aggregate,,8,all_valid,8,0.8157894736842105,1.131578947368421,0.21052631578947367,0.6052631578947368,4.75
2,cluster_0,compact_support,0,57,cluster_0,2,0.5932203389830508,0.6271186440677966,-0.1864406779661017,0.7796610169491525,7.375
2,cluster_0,compact_support,0,57,all_valid,2,0.5932203389830508,0.6271186440677966,-0.1864406779661017,0.7796610169491525,7.375
2,cluster_6,compact_support,6,15,cluster_0,2,0.4576271186440678,0.559322033898305,-0.22033898305084745,0.6779661016949152,7.375
2,cluster_6,compact_support,6,15,all_valid,2,0.4576271186440678,0.559322033898305,-0.22033898305084745,0.6779661016949152,7.375
2,cluster_12,compact_support,12,12,cluster_0,2,0.6779661016949152,0.7966101694915254,-0.2033898305084746,0.8813559322033898,7.375
2,cluster_12,compact_support,12,12,all_valid,2,0.6779661016949152,0.7966101694915254,-0.2033898305084746,0.8813559322033898,7.375
2,cluster_8,compact_support,8,11,cluster_0,2,0.4576271186440678,0.559322033898305,-0.23728813559322035,0.6949152542372882,7.375
2,cluster_8,compact_support,8,11,all_valid,2,0.4576271186440678,0.559322033898305,-0.23728813559322035,0.6949152542372882,7.375
2,cluster_2,compact_support,2,9,cluster_0,2,0.4576271186440678,0.559322033898305,-0.23728813559322035,0.6949152542372882,7.375
2,cluster_2,compact_support,2,9,all_valid,2,0.4576271186440678,0.559322033898305,-0.23728813559322035,0.6949152542372882,7.375
2,cluster_10,compact_support,10,8,cluster_0,2,0.4576271186440678,0.559322033898305,-0.2033898305084746,0.6610169491525424,7.375
2,cluster_10,compact_support,10,8,all_valid,2,0.4576271186440678,0.559322033898305,-0.2033898305084746,0.6610169491525424,7.375
2,cluster_1,compact_support,1,8,cluster_0,2,0.3220338983050847,0.4915254237288136,-0.13559322033898305,0.4576271186440678,7.375
2,cluster_1,compact_support,1,8,all_valid,2,0.3220338983050847,0.4915254237288136,-0.13559322033898305,0.4576271186440678,7.375
2,global_core,global_aggregate,,8,cluster_0,8,0.8305084745762712,1.1016949152542372,0.22033898305084745,0.6101694915254238,7.375
2,global_core,global_aggregate,,8,all_valid,8,0.8305084745762712,1.1016949152542372,0.22033898305084745,0.6101694915254238,7.375
3,cluster_0,compact_support,0,57,cluster_0,2,0.6666666666666666,0.5757575757575758,0.06060606060606061,0.606060606060606,8.25
3,cluster_0,compact_support,0,57,all_valid,2,0.6666666666666666,0.5757575757575758,0.06060606060606061,0.606060606060606,8.25
3,cluster_6,compact_support,6,15,cluster_0,2,0.6515151515151515,0.5606060606060606,0.045454545454545456,0.6060606060606061,8.25
3,cluster_6,compact_support,6,15,all_valid,2,0.6515151515151515,0.5606060606060606,0.045454545454545456,0.6060606060606061,8.25
3,cluster_12,compact_support,12,12,cluster_0,2,0.7424242424242424,0.696969696969697,0.3333333333333333,0.4090909090909091,8.25
