source,source_build_mode,source_cluster_id,source_cluster_size,target,n_samples,source_nodes,suff_median,suff_mean,nec_median,nec_mean,random_suff_median,delta_vs_random_median,delta_vs_random_mean,suff_vs_within_ratio,delta_vs_within_ratio
cluster_0,compact_support,0,57,cluster_0,57,2,0.5909090909090909,0.6121065569028584,0.5428571428571428,0.5465927938669565,0.022727272727272728,0.5918367346938775,0.6175845701944734,1.0,1.0
cluster_0,compact_support,0,57,cluster_6,15,2,0.7083333333333334,0.7726194108763854,0.5106382978723404,0.5947659122852588,0.08108108108108109,0.6231884057971014,0.6220344493032445,1.1987179487179487,1.0529735132433784
cluster_0,compact_support,0,57,cluster_12,12,2,0.6880952380952381,0.6829686369995716,0.4634639303482587,0.48453335568152706,0.07544757033248081,0.5523809523809524,0.6110154921013119,1.1644688644688643,0.9333333333333335
cluster_0,compact_support,0,57,cluster_8,11,2,0.7397260273972602,0.7400131122771736,0.5,0.5001018716640385,0.06,0.66,0.7016661976298321,1.2518440463645941,1.1151724137931036
cluster_0,compact_support,0,57,cluster_2,9,2,0.5283018867924528,0.5375097726490916,0.4523809523809524,0.45893696730194183,-0.017857142857142856,0.5660377358490566,0.5156072749784415,0.8940493468795355,0.9564085881587508
cluster_0,compact_support,0,57,cluster_10,8,2,0.5,0.5908907079867267,0.43440860215053767,0.4334565362819499,0.09209837781266353,0.5352564102564102,0.5233512395699825,0.8461538461538461,0.9043987621573828
cluster_0,compact_support,0,57,cluster_1,8,2,0.7164179104477612,0.7218393997322693,0.5544127988748242,0.5691949798653649,0.06473446719888927,0.6938311688311687,0.6747841107095052,1.2123995407577495,1.1723354231974918
cluster_0,compact_support,0,57,all_valid,139,2,0.6428571428571429,0.6735494066874423,0.5106382978723404,0.5337296294375756,0.043478260869565216,0.6181818181818182,0.6265658872927131,1.087912087912088,1.044514106583072
cluster_6,compact_support,6,15,cluster_0,57,2,0.5789473684210527,0.5850098639230363,0.5454545454545454,0.5542412625070654,0.0,0.5789473684210527,0.5685020621045743,0.8173374613003096,1.0200501253132832
cluster_6,compact_support,6,15,cluster_6,15,2,0.7083333333333334,0.7068318961944422,0.4915254237288136,0.5722136233788413,0.0625,0.5675675675675675,0.5894882588816992,1.0,1.0
cluster_6,compact_support,6,15,cluster_12,12,2,0.6243055555555556,0.6268020052414758,0.4125586854460094,0.4747704658127901,0.01750700280112045,0.6165413533834586,0.6038725797718356,0.8813725490196078,1.0862871464375223
cluster_6,compact_support,6,15,cluster_8,11,2,0.62,0.6149630932397749,0.42,0.42870876910462846,0.10714285714285714,0.45454545454545453,0.48858833687921516,0.8752941176470588,0.8008658008658008
