source,within_suff_median,cross_suff_median_mean,cross_over_within_suff,within_delta_median,cross_delta_median_mean,cross_over_within_delta
cluster_0,0.5909090909090909,0.6468123993443409,1.0946055988904229,0.5918367346938775,0.6051157788524483,1.0224370056472403
cluster_6,0.7083333333333334,0.5784164054459993,0.8165878665119989,0.5675675675675675,0.5361486698418364,0.9446428944832356
cluster_12,0.7958333333333334,0.7077652683703747,0.8893385571146069,0.753904951811233,0.666258296989602,0.8837430970428533
cluster_8,0.62,0.5931386276682215,0.9566752059164862,0.5384615384615385,0.5792683328103582,1.075784046647808
cluster_2,0.49019607843137253,0.614772614596326,1.2541361337765051,0.5,0.5541848655126306,1.1083697310252612
cluster_10,0.5077956989247312,0.6118393445140996,1.2048927271532295,0.5192307692307692,0.5729779232916052,1.1035130374504991
cluster_1,0.5298507462686567,0.4237773342086977,0.7998051096333167,0.44369063772048845,0.36309361865686585,0.8183486145263307
