source,within_suff_median,cross_suff_median_mean,cross_over_within_suff,within_delta_median,cross_delta_median_mean,cross_over_within_delta
cluster_2,0.9492753623188406,0.8850718139698769,0.932365727693458,0.8618524332810047,0.7698893742219269,0.8932960498713433
cluster_10,0.8829787234042553,0.907170693608072,1.0273981349296237,0.726027397260274,0.8343854215783981,1.1492478448155294
cluster_0,0.925033921302578,0.8931522943086311,0.9655346401253555,0.7736170212765957,0.8319802524519506,1.0754420204961959
cluster_1,0.6595454545454545,0.6636153446974244,1.0061707500581212,0.5218124341412013,0.6088994176599698,1.166893270111695
