edge,n_samples,source_ratio_median,blocked_ratio_median,edge_ratio_median,edge_ratio_mean,edge_ratio_ci_lo,edge_ratio_ci_hi,positive_frac
L20H5->L21H12,126,0.2857142857142857,0.21846590909090907,0.0782781862745098,0.07961436365767983,0.06756756756756757,0.08467597565341925,0.9920634920634921
L17H8->L20H5,126,0.3777137793531236,0.3442622950819672,0.030550373134328374,0.03075986961802178,0.022222222222222254,0.03458931419457735,0.7936507936507936
L17H8->L21H12,126,0.3777137793531236,0.2807017543859649,0.08941897654584222,0.09484780535087481,0.08265027322404371,0.0980392156862745,1.0
L24H6->Residual Output: <tool_call>,126,0.3621460506706409,0.0,0.3621460506706409,0.36135099057949277,0.323642664613015,0.391304347826087,1.0
MLP11->L17H8,126,0.10629286002420331,0.03191850594227504,0.07756132756132755,0.07875837776522202,0.06821705426356589,0.08699763593380615,0.9365079365079365
L21H1->MLP27,126,0.4759725400457666,0.25,0.22418519646664636,0.2352779497715463,0.21449108683151236,0.24242424242424238,1.0
L21H1->L24H6,126,0.4759725400457666,0.2697505197505198,0.21845174973488868,0.2121440352123192,0.19033927544565843,0.2272727272727273,1.0
L21H1->L23H6,126,0.4759725400457666,0.3918547055586131,0.08179993308798927,0.08518675557813228,0.0782781862745098,0.08797729618163055,1.0
L21H12->MLP27,126,0.4811253561253561,0.2749360613810742,0.20389266817838242,0.2080959023851851,0.19498847926267282,0.21613907628437984,1.0
L20H5->L21H1,126,0.2857142857142857,0.23316218665055874,0.06452358926919519,0.0668352873444644,0.05263157894736842,0.07462686567164178,0.9920634920634921
L21H12->L24H6,126,0.4811253561253561,0.2807017543859649,0.19672131147540983,0.19554495899434837,0.18,0.20634920634920634,1.0
L17H8->L21H1,126,0.3777137793531236,0.258098223615465,0.11342195540308747,0.1174357347181401,0.10933997509339974,0.11864406779661019,1.0
MLP27->Residual Output: <tool_call>,126,0.375,0.0,0.375,0.37850246680462857,0.3584905660377358,0.3929156429156429,1.0
L21H12->L23H6,126,0.4811253561253561,0.4036331052460085,0.07504928189242466,0.07856022810574566,0.07352941176470587,0.08098360655737705,1.0
L23H6->L24H6,126,0.3016283277332644,0.14017543859649123,0.16378539493293592,0.1627920478825007,0.15384615384615385,0.17777777777777776,1.0
L21H12->MLP22,126,0.4811253561253561,0.4298029556650246,0.04428104575163394,0.04607719382325479,0.040816326530612235,0.04898040783686519,0.9841269841269841
L21H1->MLP22,126,0.4759725400457666,0.42857142857142855,0.04598308668076115,0.04546566788081465,0.040956108470785596,0.052631578947368474,0.9365079365079365
L24H6->MLP27,126,0.3621460506706409,0.1728151075977163,0.18442932728647016,0.18681272658485468,0.16666666666666666,0.20320320320320323,1.0
MLP22->L24H6,126,0.21022727272727273,0.10960960960960961,0.10228593568384348,0.09869019748152008,0.09245014245014245,0.11237373737373738,0.9920634920634921
L17H8->MLP20,126,0.3777137793531236,0.34161778326644027,0.03278688524590162,0.03413097259170965,0.025000000000000022,0.03821811100292116,0.8174603174603174
L23H6->Residual Output: <tool_call>,126,0.3016283277332644,0.0,0.3016283277332644,0.3036836247926835,0.29508196721311475,0.3111111111111111,1.0
MLP20->L21H1,126,0.11267605633802817,0.06097560975609756,0.05056898094872778,0.05605559965298006,0.04411764705882354,0.06349206349206349,0.9285714285714286
Input Embed->MLP11,126,1.0,0.8757716049382716,0.12422839506172839,0.1290173179358386,0.1063829787234043,0.14495798319327735,0.9682539682539683
